Number,State,IDState,Actorkey,ActorkeyState,Análisis_suelo_18,Análisis_foliar_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Composta_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desvare_18,Feromonas_18,Fertilización_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Tratamiento_semillas_18,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Cli18,Rad18,Cli17,Int17,Rad17,Rend17,Auto17,Edad18,Sup18,Rend18,Esc18,Auto18,Int18,CRend,Crad,CCli,CAuto,Cint
7260,Mexico,MEX,ER401,MEXER401,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,1,0.022,1,0,0.015,5,15,52,1.29,4.5,9,0,0,-0.5,0.007,0,-15,0
7261,Mexico,MEX,ER4010,MEXER4010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0.067,1,0,0,0.9,100,65,1.85,3.5,7,100,0,2.6,0.067,0,0,0
7262,Mexico,MEX,ER4013,MEXER4013,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26.66666667,7.142857143,19.52380952,1,0,0.045,0,0,0,2,100,67,1.5,3,6,100,0,1,0.045,0,0,0
7263,Mexico,MEX,ER4016,MEXER4016,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,14.28571429,5.714285714,1,0,0.067,0,0,0.015,1.4,100,55,0.52,1.8,6,100,0,0.4,0.052,0,0,0
7264,Mexico,MEX,ER4017,MEXER4017,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,21.42857143,11.9047619,1,0,0.022,0,0,0,4,100,75,2.06,3.5,3,100,0,-0.5,0.022,0,0,0
7265,Mexico,MEX,ER402,MEXER402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26.66666667,14.28571429,12.38095238,1,1,0.067,1,0,0.029,5.2,20,52,6,3,6,50,0,-2.2,0.038,0,30,0
7266,Mexico,MEX,ER4022,MEXER4022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,26.66666667,14.28571429,12.38095238,1,0,0.067,0,0,0.015,1.5,100,72,2,1.3,3,100,0,-0.2,0.052,0,0,0
7267,Mexico,MEX,ER4027,MEXER4027,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33.33333333,7.142857143,26.19047619,1,0,0.067,0,0,0.015,1.5,100,75,1.1,2,5,100,0,0.5,0.052,0,0,0
7268,Mexico,MEX,ER4031,MEXER4031,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,40,14.28571429,25.71428571,1,1,0.045,1,0,0.015,2.5,65,67,3.82,2.5,6,100,0,0,0.03,0,35,0
7269,Mexico,MEX,ER4034,MEXER4034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.6,100,58,0.75,0.7,6,100,0,-0.9,0.052,0,0,0
7270,Mexico,MEX,ER4036,MEXER4036,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.7,100,64,1.5,1.6,3,100,0,-0.1,0.052,0,0,0
7271,Mexico,MEX,ER4037,MEXER4037,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.022,0,0,0,3,100,54,1.96,2,9,100,0,-1,0.022,0,0,0
7272,Mexico,MEX,ER404,MEXER404,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0,1,0,0,4,50,44,5,5,6,20,0,1,0,0,-30,0
7273,Mexico,MEX,ER4042,MEXER4042,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.045,0,0,0,4,100,86,2.4,3.5,3,100,0,-0.5,0.045,0,0,0
7274,Mexico,MEX,ER4046,MEXER4046,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.5,100,54,1,1,4,100,0,-0.5,0.052,0,0,0
7275,Mexico,MEX,ER4047,MEXER4047,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26.66666667,7.142857143,19.52380952,1,0,0.067,0,0,0.015,1.5,100,44,0.5,1.2,9,100,0,-0.3,0.052,0,0,0
7276,Mexico,MEX,ER4051,MEXER4051,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26.66666667,7.142857143,19.52380952,1,0,0.089,1,0,0.015,3.5,30,69,0.5,3.5,3,100,0,0,0.074,-1,70,0
7277,Mexico,MEX,ER4052,MEXER4052,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,1,0.067,1,0,0.015,3,50,63,3.02,3,9,100,0,0,0.052,0,50,0
7278,Mexico,MEX,ER4054,MEXER4054,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.145,1,0,0.015,3,30,64,0.5,2.5,3,100,0,-0.5,0.13,-1,70,0
7279,Mexico,MEX,ER4055,MEXER4055,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.9,100,83,0.92,0.8,2,100,0,-1.1,0.052,0,0,0
7280,Mexico,MEX,ER4056,MEXER4056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.089,0,0,0.015,3,100,75,4,3,0,60,0,0,0.074,1,-40,0
7281,Mexico,MEX,ER4058,MEXER4058,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,26.66666667,7.142857143,19.52380952,1,1,0.067,1,0,0.015,2.5,20,68,0.5,3,2,20,0,0.5,0.052,0,0,0
7282,Mexico,MEX,ER406,MEXER406,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0.022,1,0,0,4,50,73,6,5.5,6,10,0,1.5,0.022,0,-40,0
7283,Mexico,MEX,ER4060,MEXER4060,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.7,100,66,0.52,1,6,100,0,-0.7,0.052,0,0,0
7284,Mexico,MEX,ER4061,MEXER4061,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,1,0.067,0,0,0.015,3,100,47,0.75,4,4,30,0,1,0.052,1,-70,0
7285,Mexico,MEX,ER4062,MEXER4062,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,3.7,100,66,0.5,4,2,100,0,0.3,0.052,0,0,0
7286,Mexico,MEX,ER4063,MEXER4063,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,93.33333333,7.142857143,86.19047619,1,1,0.089,0,0,0.015,3.09,100,71,6,3,2,60,0,-0.09,0.074,1,-40,0
7287,Mexico,MEX,ER4065,MEXER4065,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,3,100,68,0.5,3,0,100,0,0,0.052,0,0,0
7288,Mexico,MEX,ER4066,MEXER4066,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,1,0.089,0,0,0.015,2.9,100,67,2,3,5,25,0,0.1,0.074,1,-75,0
7289,Mexico,MEX,ER4067,MEXER4067,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26.66666667,0,26.66666667,1,0,0.167,0,0,0.015,3.2,100,63,1,4,3,50,0,0.8,0.152,0,-50,0
7290,Mexico,MEX,ER407,MEXER407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.029,4,5,46,1.58,4.5,9,0,0,0.5,0.016,0,-5,0
7291,Mexico,MEX,ER4070,MEXER4070,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,28.57142857,-15.23809524,0,1,0.112,1,0,0.015,3.5,10,85,1,4,0,50,0,0.5,0.097,0,40,0
7292,Mexico,MEX,ER4073,MEXER4073,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,5,100,89,0.31,2,0,100,0,-3,0.052,0,0,0
7293,Mexico,MEX,ER4075,MEXER4075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.134,0,0,0.015,3,100,71,0.25,3,0,100,0,0,0.119,0,0,0
7294,Mexico,MEX,ER4077,MEXER4077,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,2.9,100,95,1,3,0,100,0,0.1,0.052,0,0,0
7295,Mexico,MEX,ER408,MEXER408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,14.28571429,-7.619047619,0,2,0.022,1,0,0.015,4.5,10,62,1.6,5,6,0,0,0.5,0.007,1,-10,0
7296,Mexico,MEX,ER4080,MEXER4080,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26.66666667,7.142857143,19.52380952,1,0,0.089,0,0,0.015,1.8,100,67,0.57,0.6,0,100,0,-1.2,0.074,0,0,0
7297,Mexico,MEX,ER4081,MEXER4081,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,7.142857143,12.85714286,1,1,0.089,1,0,0.015,3,30,51,0.5,3.5,6,40,0,0.5,0.074,0,10,0
7298,Mexico,MEX,ER4082,MEXER4082,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,4,100,84,0.5,3,0,100,0,-1,0.052,0,0,0
7299,Mexico,MEX,ER4083,MEXER4083,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.112,1,0,0.015,3,30,41,0.75,4,4,50,0,1,0.097,0,20,0
7300,Mexico,MEX,ER4084,MEXER4084,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,1,0.045,1,0,0.015,3.5,60,73,2.78,3,6,100,0,-0.5,0.03,0,40,0
7301,Mexico,MEX,ER4086,MEXER4086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,26.66666667,7.142857143,19.52380952,1,0,0.112,0,0,0.015,3.2,100,55,0.3,3,6,100,0,-0.2,0.097,0,0,0
7302,Mexico,MEX,ER4089,MEXER4089,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.089,0,0,0.015,3.5,100,60,0.5,3,2,100,0,-0.5,0.074,0,0,0
7303,Mexico,MEX,ER409,MEXER409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,2,0.045,1,0,0.029,4.5,10,83,1.6,6,4,5,0,1.5,0.016,1,-5,0
7304,Mexico,MEX,ER4090,MEXER4090,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,2.8,100,68,0.5,3,3,100,0,0.2,0.052,0,0,0
7305,Mexico,MEX,ER4091,MEXER4091,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26.66666667,7.142857143,19.52380952,1,0,0.089,0,0,0.015,2,100,65,0.58,1.4,6,100,0,-0.6,0.074,0,0,0
7306,Mexico,MEX,ER4095,MEXER4095,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.045,0,0,0,3,100,57,2.82,3.5,9,100,0,0.5,0.045,0,0,0
7307,Mexico,MEX,ER4096,MEXER4096,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.067,0,0,0.015,2.9,100,83,1.5,3.5,0,35,0,0.6,0.052,1,-65,0
7308,Mexico,MEX,ER4097,MEXER4097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,26.66666667,7.142857143,19.52380952,1,0,0.089,0,0,0.015,3.2,100,41,0.33,3,6,100,0,-0.2,0.074,0,0,0
7309,Mexico,MEX,ER4098,MEXER4098,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,53.33333333,7.142857143,46.19047619,1,0,0.112,0,0,0.015,3.2,100,75,5,4,4,100,0,0.8,0.097,0,0,0
7310,Mexico,MEX,ER4100,MEXER4100,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,2.9,100,80,0.5,3,0,100,0,0.1,0.052,0,0,0
7311,Mexico,MEX,ER4101,MEXER4101,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26.66666667,7.142857143,19.52380952,1,0,0.089,0,0,0.015,2.3,100,66,1.16,1.2,4,100,0,-1.1,0.074,0,0,0
7312,Mexico,MEX,ER4102,MEXER4102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.089,1,0,0.015,3.2,30,75,0.33,2,0,100,0,-1.2,0.074,-1,70,0
7313,Mexico,MEX,ER4107,MEXER4107,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.067,0,0,0.015,3,100,76,0.55,3,0,100,0,0,0.052,0,0,0
7314,Mexico,MEX,ER4108,MEXER4108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,1,0.045,1,0,0.015,2.8,30,71,1,3,2,30,0,0.2,0.03,0,0,0
7315,Mexico,MEX,ER4109,MEXER4109,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.089,1,0,0.015,3.2,30,68,1,4,4,100,0,0.8,0.074,-1,70,0
7316,Mexico,MEX,ER411,MEXER411,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,7.142857143,12.85714286,1,1,0.067,1,0,0.029,7,5,57,1.67,5.5,6,0,0,-1.5,0.038,0,-5,0
7317,Mexico,MEX,ER4110,MEXER4110,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.089,0,0,0.015,3.5,100,61,1,3,4,30,0,-0.5,0.074,1,-70,0
7318,Mexico,MEX,ER4111,MEXER4111,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,1,0.145,0,0,0.015,3.2,100,52,1,3.5,5,40,0,0.3,0.13,1,-60,0
7319,Mexico,MEX,ER4112,MEXER4112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.123,0,0,0.015,3,100,72,0.4,3,0,100,0,0,0.108,0,0,0
7320,Mexico,MEX,ER4118,MEXER4118,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0.134,1,0,0.015,3.1,40,57,1,4,3,50,0,0.9,0.119,0,10,0
7321,Mexico,MEX,ER412,MEXER412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.022,1,0,0.015,5,2,51,1.95,5.5,5,0,0,0.5,0.007,0,-2,0
7322,Mexico,MEX,ER4120,MEXER4120,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26.66666667,7.142857143,19.52380952,1,0,0.089,0,0,0.015,3.5,100,60,0.5,4,8,100,0,0.5,0.074,0,0,0
7323,Mexico,MEX,ER4121,MEXER4121,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,33.33333333,7.142857143,26.19047619,1,0,0.089,0,0,0.015,3.1,100,54,0.5,3,6,100,0,-0.1,0.074,0,0,0
7324,Mexico,MEX,ER4123,MEXER4123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,0,0,0.015,3.5,100,78,1,3,0,50,0,-0.5,0.03,1,-50,0
7325,Mexico,MEX,ER4125,MEXER4125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.022,0,0,0,2,100,68,2.8,2.5,9,100,0,0.5,0.022,0,0,0
7326,Mexico,MEX,ER4126,MEXER4126,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,40,7.142857143,32.85714286,1,0,0.167,0,0,0.029,1.8,10,43,2.5,1.2,12,100,0,-0.6,0.138,0,90,0
7327,Mexico,MEX,ER413,MEXER413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.045,0,0,0.029,2.5,33,71,1.96,5,2,0,0,2.5,0.016,1,-33,0
7328,Mexico,MEX,ER4133,MEXER4133,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.067,0,0,0,5,100,75,2.2,3,2,100,0,-2,0.067,0,0,0
7329,Mexico,MEX,ER4134,MEXER4134,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,33.33333333,7.142857143,26.19047619,1,0,0.089,0,0.04,0.044,1.8,10,79,2.4,1,0,100,0.089,-0.8,0.045,0,90,0.049
7330,Mexico,MEX,ER4135,MEXER4135,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,0,33.33333333,1,0,0.045,0,0,0.015,1,100,69,3.7,2.5,4,100,0,1.5,0.03,0,0,0
7331,Mexico,MEX,ER415,MEXER415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.045,1,0,0.029,4.5,100,46,2,4.5,12,0,0,0,0.016,0,-100,0
7332,Mexico,MEX,ER416,MEXER416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,1,0.022,1,0,0.015,4,81,60,2.75,4.5,3,0,0,0.5,0.007,0,-81,0
7333,Mexico,MEX,ER417,MEXER417,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.045,1,0,0.029,4.5,10,52,2,4.5,9,0,0,0,0.016,0,-10,0
7334,Mexico,MEX,ER418,MEXER418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,1,0.022,1,0,0.015,4,5,83,3,4.5,0,0,0,0.5,0.007,0,-5,0
7335,Mexico,MEX,ER419,MEXER419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,1,0.022,1,0,0.015,2.5,5,56,0.43,4,6,0,0,1.5,0.007,0,-5,0
7336,Mexico,MEX,ER420,MEXER420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,1,0.022,1,0,0,4,5,81,0.37,2.5,0,60,0,-1.5,0.022,0,55,0
7337,Mexico,MEX,ER421,MEXER421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.022,0,0,0.015,3,5,58,0.36,4.5,6,0,0,1.5,0.007,1,-5,0
7338,Mexico,MEX,ER422,MEXER422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.029,3.5,7,56,0.32,4.2,6,0,0,0.7,0.016,0,-7,0
7339,Mexico,MEX,ER423,MEXER423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.029,3.5,5,77,0.31,2,2,60,0,-1.5,0.016,0,55,0
7340,Mexico,MEX,ER424,MEXER424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.029,3,5,72,0.3,4.5,2,0,0,1.5,0.016,0,-5,0
7341,Mexico,MEX,ER425,MEXER425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.029,2.5,5,72,0.29,4.5,0,0,0,2,0.016,0,-5,0
7342,Mexico,MEX,ER4250,MEXER4250,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,0,0.145,0,0,0.058,2,100,51,0.5,1,9,100,0,-1,0.087,0,0,0
7343,Mexico,MEX,ER4251,MEXER4251,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,1,0.167,1,0,0.058,1.8,85,77,2,1,0,100,0,-0.8,0.109,0,15,0
7344,Mexico,MEX,ER4253,MEXER4253,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.8,100,81,0.54,1.5,0,100,0,-0.3,0.052,0,0,0
7345,Mexico,MEX,ER4254,MEXER4254,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,14.28571429,5.714285714,1,0,0.067,0,0,0.015,1.6,10,67,2.5,1.8,3,100,0,0.2,0.052,0,90,0
7346,Mexico,MEX,ER4256,MEXER4256,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.067,0,0,0.015,1.8,100,53,0.53,0.5,5,100,0,-1.3,0.052,0,0,0
7347,Mexico,MEX,ER4257,MEXER4257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.015,1.6,100,56,2,0.7,6,100,0,-0.9,0.03,0,0,0
7348,Mexico,MEX,ER426,MEXER426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.015,4.5,20,80,1.36,6,6,20,0,1.5,0.03,0,0,0
7349,Mexico,MEX,ER4260,MEXER4260,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,1,0.022,1,0,0,3,100,76,4.2,3,6,100,0,0,0.022,0,0,0
7350,Mexico,MEX,ER4262,MEXER4262,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26.66666667,7.142857143,19.52380952,1,0,0.067,0,0,0,4,100,77,1.93,3,2,100,0,-1,0.067,0,0,0
7351,Mexico,MEX,ER4264,MEXER4264,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,26.66666667,7.142857143,19.52380952,1,0,0.045,0,0,0,2,100,83,1,2.5,2,100,0,0.5,0.045,0,0,0
7352,Mexico,MEX,ER4269,MEXER4269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0,2.5,100,62,1.64,3.5,9,100,0,1,0.045,0,0,0
7353,Mexico,MEX,ER427,MEXER427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.029,6,10,35,2,5.5,12,10,0,-0.5,0.016,0,0,0
