Number,State,IDState,Actorkey,ActorkeyState,Análisis_suelo_18,Análisis_foliar_18,Biofertilizantes_18,Bioinsecticidas_18,Cal_micronizada_18,Camas_permanentes_18,Composta_18,Criollos_mejorados_18,Cultivos_cobertura_18,Desvare_18,Feromonas_18,Fertilización_18,Insectos_benéficos_18,Maíz_hibrídos_MasAgro_18,Maíz_mejorado_MasAgro_18,Mejoradores_suelo_18,Micorrizas_18,Micronutrientes_18,Monitoreo_plagas_18,Nivelación_suelos_18,Poscosecha_18,Rastra_18,Rastrojo_18,Semillas_mejoradas_diversas_18,Siembra_directa_18,Subsoleo_18,Tratamiento_semillas_18,InAI18,InAI17,Cambio_InAI,Cambio_InAI_Factor2,Cli18,Rad18,Cli17,Int17,Rad17,Rend17,Auto17,Edad18,Sup18,Rend18,Esc18,Auto18,Int18,CRend,Crad,CCli,CAuto,Cint
7166,Mexico,MEX,ER380,MEXER380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.067,0,0,0.015,6.5,100,53,1,1.5,4,100,0,-5,0.052,0,0,0
7167,Mexico,MEX,ER3800,MEXER3800,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,21.42857143,-1.428571429,0,1,0.067,1,0,0.029,3.5,15,55,5,5,4,88,0,1.5,0.038,0,73,0
7168,Mexico,MEX,ER3806,MEXER3806,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,7.142857143,12.85714286,1,1,0.045,1,0,0.029,3.5,10,65,2.5,2,3,100,0,-1.5,0.016,0,90,0
7169,Mexico,MEX,ER3807,MEXER3807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,14.28571429,5.714285714,1,1,0.067,0,0,0.015,0.5,100,90,1.7,3.7,0,10,0,3.2,0.052,1,-90,0
7170,Mexico,MEX,ER381,MEXER381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.045,0,0,0.015,5,100,69,1,1.5,6,100,0,-3.5,0.03,0,0,0
7171,Mexico,MEX,ER3814,MEXER3814,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,1,0.089,0,0,0.015,1.5,100,61,1.6,3,6,10,0,1.5,0.074,1,-90,0
7172,Mexico,MEX,ER3828,MEXER3828,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,13.33333333,1,1,0.045,1,0,0.015,9,20,87,1.5,1.5,0,78,0,-7.5,0.03,0,58,0
7173,Mexico,MEX,ER383,MEXER383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,0,20,1,0,0.089,0,0,0.044,5,100,87,2.5,1.5,0,100,0,-3.5,0.045,0,0,0
7174,Mexico,MEX,ER3839,MEXER3839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0.013,0.015,3.5,100,83,2,3.5,0,71.4,0.022,0,0.03,0,-28.6,0.009
7175,Mexico,MEX,ER3848,MEXER3848,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,1,0.067,1,0,0.015,3,60,63,3.16,3,3,100,0,0,0.052,0,40,0
7176,Mexico,MEX,ER385,MEXER385,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.112,0,0,0.058,4,100,52,3,2,9,100,0,-2,0.054,0,0,0
7177,Mexico,MEX,ER3853,MEXER3853,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.045,0,0,0.015,2,100,67,4.25,3,5,100,0,1,0.03,0,0,0
7178,Mexico,MEX,ER3858,MEXER3858,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,7.142857143,12.85714286,1,0,0.022,0,0,0.015,3,100,58,2,3,8,100,0,0,0.007,0,0,0
7179,Mexico,MEX,ER3859,MEXER3859,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,7.142857143,12.85714286,1,1,0.045,1,0,0.015,4,70,67,3,4,4,100,0,0,0.03,0,30,0
7180,Mexico,MEX,ER386,MEXER386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.112,0,0,0.058,6,100,73,2,1,1,100,0,-5,0.054,0,0,0
7181,Mexico,MEX,ER3861,MEXER3861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,2,0.067,1,0,0.029,4,50,60,3,3.5,10,20,0,-0.5,0.038,1,-30,0
7182,Mexico,MEX,ER3863,MEXER3863,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.089,0,0,0.044,4,100,68,1,4.5,6,100,0,0.5,0.045,0,0,0
7183,Mexico,MEX,ER3864,MEXER3864,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,1,0.067,1,0,0.029,3.5,80,76,2,3.5,0,80,0,0,0.038,0,0,0
7184,Mexico,MEX,ER3865,MEXER3865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,1,0.045,0,0.013,0.015,4,100,65,0.5,3.5,7,75,0.022,-0.5,0.03,1,-25,0.009
7185,Mexico,MEX,ER3867,MEXER3867,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.045,0,0,0.015,4.5,80,85,0.5,4,0,100,0,-0.5,0.03,0,20,0
7186,Mexico,MEX,ER3868,MEXER3868,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.089,0,0,0.044,4,100,75,2,4,0,100,0,0,0.045,0,0,0
7187,Mexico,MEX,ER3869,MEXER3869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.067,0,0,0.029,3,100,38,1,3.5,12,100,0,0.5,0.038,0,0,0
7188,Mexico,MEX,ER387,MEXER387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.045,0,0,0.029,6,100,76,3,2,6,100,0,-4,0.016,0,0,0
7189,Mexico,MEX,ER3870,MEXER3870,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26.66666667,7.142857143,19.52380952,1,1,0.089,1,0,0.044,4,60,62,3,4,6,60,0,0,0.045,0,0,0
7190,Mexico,MEX,ER3871,MEXER3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,26.66666667,0,26.66666667,1,0,0.089,0,0,0.029,3,100,56,0.5,3.5,6,100,0,0.5,0.06,0,0,0
7191,Mexico,MEX,ER3876,MEXER3876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13.33333333,0,13.33333333,1,0,0.045,1,0,0.015,3,70,29,1.74,3,12,100,0,0,0.03,-1,30,0
7192,Mexico,MEX,ER3877,MEXER3877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.045,0,0,0.015,8.5,100,67,1.56,3,6,100,0,-5.5,0.03,0,0,0
7193,Mexico,MEX,ER3879,MEXER3879,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,3.5,100,90,0.57,1.5,0,100,0,-2,0.03,0,0,0
7194,Mexico,MEX,ER3880,MEXER3880,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0.045,0,0,0.015,3,100,67,4,3.5,3,78,0,0.5,0.03,1,-22,0
7195,Mexico,MEX,ER3881,MEXER3881,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,5,100,54,1.03,3,9,100,0,-2,0.03,0,0,0
7196,Mexico,MEX,ER3882,MEXER3882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,0,13.33333333,1,0,0.045,0,0,0.015,5,100,56,1.03,3.5,6,100,0,-1.5,0.03,0,0,0
7197,Mexico,MEX,ER3884,MEXER3884,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.022,1,0,0,4,80,75,1.45,4.2,6,100,0,0.2,0.022,-1,20,0
7198,Mexico,MEX,ER3885,MEXER3885,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.022,1,0,0.015,7.8,30,61,1.14,3.8,9,100,0,-4,0.007,-1,70,0
7199,Mexico,MEX,ER3889,MEXER3889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,1,0,0.015,5,50,76,1.49,5,6,100,0,0,0.03,-1,50,0
7200,Mexico,MEX,ER389,MEXER389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13.33333333,0,13.33333333,1,0,0.045,0,0,0.015,5,100,73,3,1.5,6,100,0,-3.5,0.03,0,0,0
7201,Mexico,MEX,ER3890,MEXER3890,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.067,0,0,0.015,3.8,100,48,0.62,1.2,6,100,0,-2.6,0.052,0,0,0
7202,Mexico,MEX,ER3894,MEXER3894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.067,0,0,0.015,3.5,100,68,0.99,3.1,6,100,0,-0.4,0.052,0,0,0
7203,Mexico,MEX,ER3895,MEXER3895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.666666667,0,6.666666667,1,0,0.022,0,0,0,6,100,63,0.82,2.8,6,100,0,-3.2,0.022,0,0,0
7204,Mexico,MEX,ER3898,MEXER3898,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,20,1,0,0.067,0,0,0.036,2,40,72,2,3,3,100,0,1,0.031,0,60,0
7205,Mexico,MEX,ER3899,MEXER3899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.045,0,0,0.015,3,100,65,1,4,9,100,0,1,0.03,0,0,0
7206,Mexico,MEX,ER390,MEXER390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,6,100,41,1.5,1.5,9,100,0,-4.5,0.03,0,0,0
7207,Mexico,MEX,ER3900,MEXER3900,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0.082,0,0,0.022,3,100,91,2,4,0,87.5,0,1,0.06,1,-12.5,0
7208,Mexico,MEX,ER3901,MEXER3901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.067,0,0,0.015,2.3,100,73,0.41,1.2,6,100,0,-1.1,0.052,0,0,0
7209,Mexico,MEX,ER3903,MEXER3903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,2,100,71,0.6,1,6,100,0,-1,0.03,0,0,0
7210,Mexico,MEX,ER3907,MEXER3907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,1,0.067,1,0,0.029,2,70,55,2.5,3,0,10,0,1,0.038,0,-60,0
7211,Mexico,MEX,ER391,MEXER391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,4,100,74,4,1.5,3,100,0,-2.5,0.03,0,0,0
7212,Mexico,MEX,ER3913,MEXER3913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,14.28571429,-0.952380952,0,0,0.045,1,0,0.015,9,80,78,2.02,3.3,6,100,0,-5.7,0.03,-1,20,0
7213,Mexico,MEX,ER3914,MEXER3914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.045,0,0,0.015,3.5,100,75,0.75,3.5,2,100,0,0,0.03,0,0,0
7214,Mexico,MEX,ER3915,MEXER3915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,0,13.33333333,1,0,0.045,0,0,0.015,5.5,100,69,1.16,2.5,6,100,0,-3,0.03,0,0,0
7215,Mexico,MEX,ER3918,MEXER3918,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,2.5,100,79,1.5,2,3,100,0,-0.5,0.03,0,0,0
7216,Mexico,MEX,ER392,MEXER392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.067,0,0,0.044,4,100,78,2,1.5,6,100,0,-2.5,0.023,0,0,0
7217,Mexico,MEX,ER3920,MEXER3920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.33333333,7.142857143,6.19047619,1,0,0.067,0,0,0.022,2,50,63,3,3,2,100,0,1,0.045,0,50,0
7218,Mexico,MEX,ER3921,MEXER3921,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.045,0,0,0.015,4,100,54,0.87,2.5,6,100,0,-1.5,0.03,0,0,0
7219,Mexico,MEX,ER3922,MEXER3922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,1,0.045,0,0,0.015,3.5,40,58,2.5,4,6,60,0,0.5,0.03,1,20,0
7220,Mexico,MEX,ER3923,MEXER3923,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,13.33333333,1,0,0.045,0,0,0.015,2.3,100,59,0.67,1.5,9,100,0,-0.8,0.03,0,0,0
7221,Mexico,MEX,ER3924,MEXER3924,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,0,0.045,0,0,0.015,4.5,100,71,1,4,3,100,0,-0.5,0.03,0,0,0
7222,Mexico,MEX,ER3926,MEXER3926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,1,0.067,1,0,0.015,3,70,63,2.5,7,6,10,0,4,0.052,0,-60,0
7223,Mexico,MEX,ER3928,MEXER3928,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,7.142857143,-0.476190476,0,0,0.045,0,0,0.015,2.5,100,88,0.44,0.5,0,100,0,-2,0.03,0,0,0
7224,Mexico,MEX,ER3929,MEXER3929,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,33.33333333,7.142857143,26.19047619,1,1,0.067,1,0,0.015,3.5,88,51,4,4,6,100,0,0.5,0.052,0,12,0
7225,Mexico,MEX,ER393,MEXER393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.089,0,0,0.044,2.5,100,74,2,1.5,6,100,0,-1,0.045,0,0,0
7226,Mexico,MEX,ER3930,MEXER3930,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,0,13.33333333,1,0,0.045,0,0,0.015,6,100,81,0.62,1.7,0,100,0,-4.3,0.03,0,0,0
7227,Mexico,MEX,ER3932,MEXER3932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.045,0,0,0.015,4.5,90,63,1.5,4,5,100,0.045,-0.5,0.03,0,10,0.045
7228,Mexico,MEX,ER3935,MEXER3935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.33333333,7.142857143,6.19047619,1,0,0.067,0,0,0.015,6,100,81,1.18,1.5,0,100,0,-4.5,0.052,0,0,0
7229,Mexico,MEX,ER3936,MEXER3936,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,7.142857143,12.85714286,1,1,0.045,1,0,0.029,4.5,80,66,2,4,5,100,0,-0.5,0.016,0,20,0
7230,Mexico,MEX,ER3939,MEXER3939,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.067,0,0,0.029,2.5,100,64,0.73,1.5,6,100,0,-1,0.038,0,0,0
7231,Mexico,MEX,ER394,MEXER394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.045,0,0,0.015,6,100,82,3,2,6,100,0,-4,0.03,0,0,0
7232,Mexico,MEX,ER3943,MEXER3943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.067,0,0,0.015,3.5,100,53,0.81,2.5,6,100,0,-1,0.052,0,0,0
7233,Mexico,MEX,ER3944,MEXER3944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.022,0,0,0.015,2,50,72,2.5,2.5,6,100,0,0.5,0.007,0,50,0
7234,Mexico,MEX,ER3945,MEXER3945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.666666667,21.42857143,-14.76190476,0,0,0.045,0,0,0.015,4,100,70,0.81,2.5,6,100,0,-1.5,0.03,0,0,0
7235,Mexico,MEX,ER3948,MEXER3948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,1,0,0.015,4,40,53,1.43,5,6,100,0,1,0.03,-1,60,0
7236,Mexico,MEX,ER3949,MEXER3949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.067,0,0,0.015,4.5,100,52,0.45,1.1,6,100,0,-3.4,0.052,0,0,0
7237,Mexico,MEX,ER395,MEXER395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.022,0,0,0.015,7,100,73,2.5,1.5,6,100,0,-5.5,0.007,0,0,0
7238,Mexico,MEX,ER3950,MEXER3950,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,2.8,100,67,0.43,1.2,6,100,0,-1.6,0.03,0,0,0
7239,Mexico,MEX,ER3952,MEXER3952,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,7.5,100,73,1.05,3,6,100,0,-4.5,0.03,0,0,0
7240,Mexico,MEX,ER3956,MEXER3956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,7,100,56,1.03,2.5,6,100,0,-4.5,0.03,0,0,0
7241,Mexico,MEX,ER3958,MEXER3958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,6,100,78,1.25,3.9,6,100,0,-2.1,0.03,0,0,0
7242,Mexico,MEX,ER396,MEXER396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,26.66666667,0,26.66666667,1,0,0.089,0,0,0.044,4,100,70,2,2.5,5,100,0,-1.5,0.045,0,0,0
7243,Mexico,MEX,ER3967,MEXER3967,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,1,0.045,1,0,0.036,4,100,79,1,1.5,2,100,0,-2.5,0.009,0,0,0
7244,Mexico,MEX,ER397,MEXER397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,6,100,57,2,1.5,6,100,0,-4.5,0.03,0,0,0
7245,Mexico,MEX,ER3971,MEXER3971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0.015,4,30,70,3,3.5,1,100,0,-0.5,0.03,0,70,0
7246,Mexico,MEX,ER3973,MEXER3973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0.027,0.015,3,30,62,7,5.5,6,100,0.022,2.5,0.03,0,70,-0.005
7247,Mexico,MEX,ER3976,MEXER3976,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.045,0,0,0,3,100,69,2.29,3.5,6,100,0,0.5,0.045,0,0,0
7248,Mexico,MEX,ER3977,MEXER3977,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,7.142857143,12.85714286,1,1,0.067,1,0,0.029,3,40,85,3,2.5,0,100,0,-0.5,0.038,0,60,0
7249,Mexico,MEX,ER398,MEXER398,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26.66666667,7.142857143,19.52380952,1,0,0.067,0,0,0.029,6,100,87,2,1,6,100,0,-5,0.038,0,0,0
7250,Mexico,MEX,ER3982,MEXER3982,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,33.33333333,7.142857143,26.19047619,1,0,0.089,0,0,0.015,3,100,53,1.79,3,9,100,0,0,0.074,0,0,0
7251,Mexico,MEX,ER3985,MEXER3985,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,7.142857143,6.19047619,1,0,0.045,0,0,0,1.6,100,65,0.76,1.7,6,100,0,0.1,0.045,0,0,0
7252,Mexico,MEX,ER399,MEXER399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,21.42857143,-1.428571429,0,0,0.045,0,0,0.015,4,100,86,5,1.5,1,100,0,-2.5,0.03,0,0,0
7253,Mexico,MEX,ER3991,MEXER3991,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7.142857143,12.85714286,1,0,0.045,0,0,0,1.5,100,53,2,2,5,100,0,0.5,0.045,0,0,0
7254,Mexico,MEX,ER3992,MEXER3992,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,33.33333333,7.142857143,26.19047619,1,0,0.045,0,0,0,2,100,79,1.14,3.5,3,100,0,1.5,0.045,0,0,0
7255,Mexico,MEX,ER3999,MEXER3999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7.142857143,12.85714286,1,0,0.045,0,0,0,1.5,100,53,0.5,1.4,6,100,0,-0.1,0.045,0,0,0
7256,Mexico,MEX,ER400,MEXER400,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.66666667,21.42857143,5.238095238,1,2,0.067,1,0,0.044,4.5,20,78,1.29,4.5,2,20,0,0,0.023,1,0,0
7257,Mexico,MEX,ER4001,MEXER4001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.33333333,28.57142857,-15.23809524,0,0,0.078,0,0,0.015,4,100,64,1.01,2,6,100,0,-2,0.063,0,0,0
7258,Mexico,MEX,ER4003,MEXER4003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20,7.142857143,12.85714286,1,0,0.045,0,0,0,2.5,100,36,1.65,2.5,9,100,0,0,0.045,0,0,0
7259,Mexico,MEX,ER4006,MEXER4006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.33333333,21.42857143,-8.095238095,0,0,0.045,0,0,0.015,1.5,100,58,0.79,1.5,6,100,0,0,0.03,0,0,0
